county_name,lon,lat,state_name,state_alpha
Grundy County,-88.4010545,41.2924096,Illinois,IL
McDonough County,-90.6789543,40.4558082,Illinois,IL
Massac County,-88.7056578,37.216119,Illinois,IL
Henry County,-90.1308378,41.3500209,Illinois,IL
Greene County,-90.3877569,39.3554444,Illinois,IL
Randolph County,-89.8212096,38.0565149,Illinois,IL
Pike County,-90.8890344,39.6251059,Illinois,IL
Woodford County,-89.210607,40.7897895,Illinois,IL
Perry County,-89.3685249,38.0843809,Illinois,IL
Johnson County,-88.8821305,37.4607092,Illinois,IL
Shelby County,-88.7988615,39.3849258,Illinois,IL
Fayette County,-89.0179232,39.0011246,Illinois,IL
Winnebago County,-89.1612053,42.3373957,Illinois,IL
Ogle County,-89.3201764,42.041884,Illinois,IL
Moultrie County,-88.6257259,39.6368956,Illinois,IL
Cass County,-90.2457045,39.9692024,Illinois,IL
Sangamon County,-89.6620322,39.7572579,Illinois,IL
Tazewell County,-89.5162597,40.5080739,Illinois,IL
LaSalle County,-88.8859312,41.3433407,Illinois,IL
Vermilion County,-87.7267779,40.1867542,Illinois,IL
Boone County,-88.8242951,42.3189831,Illinois,IL
Morgan County,-90.2025434,39.7183001,Illinois,IL
Marshall County,-89.3423714,41.0311192,Illinois,IL
Jasper County,-88.1507629,39.0048737,Illinois,IL
Calhoun County,-90.6662949,39.1642619,Illinois,IL
Marion County,-88.9204885,38.6481057,Illinois,IL
Warren County,-90.6202228,40.8504412,Illinois,IL
Will County,-87.9784564,41.4484742,Illinois,IL
Pulaski County,-89.1277549,37.2156152,Illinois,IL
Madison County,-89.9001953,38.8270817,Illinois,IL
Monroe County,-90.1790777,38.2779831,Illinois,IL
Alexander County,-89.3495158,37.1836583,Illinois,IL
DuPage County,-88.0860383,41.8520581,Illinois,IL
Saline County,-88.5450236,37.7515083,Illinois,IL
Lake County,-87.435976,42.326441,Illinois,IL
Macoupin County,-89.9263435,39.2659,Illinois,IL
Whiteside County,-89.9109567,41.7505708,Illinois,IL
Logan County,-89.3653067,40.1291223,Illinois,IL
Jefferson County,-88.92421,38.3007796,Illinois,IL
Lawrence County,-87.7302207,38.7189542,Illinois,IL
Peoria County,-89.7671064,40.7859952,Illinois,IL
Champaign County,-88.1969959,40.13898,Illinois,IL
Edgar County,-87.7471102,39.679037,Illinois,IL
Christian County,-89.2795927,39.5455242,Illinois,IL
Knox County,-90.2137611,40.9309412,Illinois,IL
McHenry County,-88.452245,42.3242982,Illinois,IL
Carroll County,-89.9241894,42.0709,Illinois,IL
Edwards County,-88.0479408,38.4170954,Illinois,IL
Henderson County,-90.9412464,40.814471,Illinois,IL
Jackson County,-89.3812119,37.7860959,Illinois,IL
Franklin County,-72.9094023,44.8589643,Vermont,VT
Orange County,-72.3696871,44.0033924,Vermont,VT
Essex County,-71.7327362,44.7240209,Vermont,VT
Rutland County,-73.0382023,43.5808577,Vermont,VT
Lamoille County,-72.6389224,44.6037037,Vermont,VT
Caledonia County,-72.1121676,44.4687907,Vermont,VT
Bennington County,-73.1114603,43.0353254,Vermont,VT
Grand Isle County,-73.300759,44.8017867,Vermont,VT
Chittenden County,-73.0694101,44.4633293,Vermont,VT
Windsor County,-72.5988211,43.5726846,Vermont,VT
Washington County,-72.6095138,44.2749884,Vermont,VT
Addison County,-73.1415807,44.0312479,Vermont,VT
Windham County,-72.721955,42.9953348,Vermont,VT
Orleans County,-72.25163,44.8284417,Vermont,VT
Middlesex County,-72.5227802,41.4330028,Connecticut,CT
New London County,-72.1086339,41.4726517,Connecticut,CT
New Haven County,-72.9002037,41.3497173,Connecticut,CT
Tolland County,-72.3409779,41.8580807,Connecticut,CT
Hartford County,-72.7329157,41.8060534,Connecticut,CT
Windham County,-71.9907017,41.8249987,Connecticut,CT
Fairfield County,-73.3670614,41.2274128,Connecticut,CT
Litchfield County,-73.2354042,41.7918833,Connecticut,CT
Musselshell County,-108.4397631,46.5052807,Montana,MT
Chouteau County,-110.4362004,47.8868343,Montana,MT
Meagher County,-110.9217396,46.5856996,Montana,MT
Rosebud County,-106.6667462,46.1732331,Montana,MT
Sweet Grass County,-109.944796,45.8112917,Montana,MT
Lewis and Clark County,-112.3828899,47.1221055,Montana,MT
Pondera County,-112.2207612,48.2286037,Montana,MT
Garfield County,-106.9867061,47.280033,Montana,MT
Carter County,-104.5153243,45.5168247,Montana,MT
Gallatin County,-111.1639214,45.5180536,Montana,MT
Liberty County,-111.0369242,48.5596541,Montana,MT
Silver Bow County,-112.6600714,45.8962319,Montana,MT
Cascade County,-111.350571,47.3164427,Montana,MT
Flathead County,-114.0542951,48.3146779,Montana,MT
Fergus County,-109.2321376,47.2252211,Montana,MT
Broadwater County,-111.4978728,46.3298486,Montana,MT
Big Horn County,-107.5181625,45.407869,Montana,MT
Sanders County,-115.1803062,47.7564968,Montana,MT
Lincoln County,-115.4631849,48.5523847,Montana,MT
Granite County,-113.4273564,46.3959554,Montana,MT
Custer County,-105.5503521,46.2614136,Montana,MT
Richland County,-104.5634082,47.785633,Montana,MT
Wibaux County,-104.2745184,46.9629657,Montana,MT
Golden Valley County,-109.1745855,46.3806243,Montana,MT
Carbon County,-109.0285543,45.2244683,Montana,MT
Toole County,-111.7334723,48.6451246,Montana,MT
Blaine County,-108.9676475,48.4282823,Montana,MT
Judith Basin County,-110.30532,47.032558,Montana,MT
Powell County,-112.9310998,46.8442254,Montana,MT
Park County,-110.5327601,45.4214291,Montana,MT
Roosevelt County,-104.9951698,48.2827471,Montana,MT
Fallon County,-104.4057182,46.3181841,Montana,MT
McCone County,-105.757222,47.6296277,Montana,MT
Stillwater County,-109.3817024,45.6585774,Montana,MT
Teton County,-112.2817249,47.8190352,Montana,MT
Dawson County,-104.8982713,47.2661301,Montana,MT
Powder River County,-105.555344,45.4089262,Montana,MT
Glacier County,-112.9905023,48.7056706,Montana,MT
Lake County,-114.0836866,47.6429007,Montana,MT
Hill County,-110.106321,48.6319595,Montana,MT
Treasure County,-107.2803688,46.2095584,Montana,MT
Mineral County,-115.064639,47.1548631,Montana,MT
Yellowstone County,-108.2766564,45.9369867,Montana,MT
Jefferson County,-112.0594284,46.1242317,Montana,MT
Deer Lodge County,-113.1416236,46.0946716,Montana,MT
Wheatland County,-109.8571467,46.4970466,Montana,MT
Ravalli County,-114.105795,46.0777441,Montana,MT
Valley County,-106.6704238,48.3498496,Montana,MT
Petroleum County,-108.2265753,47.1419168,Montana,MT
Phillips County,-107.9288973,48.2501432,Montana,MT
Missoula County,-113.8926911,47.0272632,Montana,MT
Sheridan County,-104.5339129,48.7055228,Montana,MT
Daniels County,-105.5417385,48.794429,Montana,MT
Prairie County,-105.5039937,46.8123837,Montana,MT
Madison County,-111.9137898,45.32529,Montana,MT
Beaverhead County,-112.8928694,45.1338633,Montana,MT
Sussex County,-74.6919141,41.1374609,New Jersey,NJ
Camden County,-74.9612507,39.8023521,New Jersey,NJ
Union County,-74.3086957,40.6598707,New Jersey,NJ
Cape May County,-74.8477158,39.0861425,New Jersey,NJ
Burlington County,-74.6630063,39.8757858,New Jersey,NJ
Middlesex County,-74.4074303,40.4396214,New Jersey,NJ
Hudson County,-74.0786014,40.7313751,New Jersey,NJ
Monmouth County,-74.1524456,40.2870481,New Jersey,NJ
Somerset County,-74.6199378,40.5655273,New Jersey,NJ
Ocean County,-74.2588636,39.865669,New Jersey,NJ
Gloucester County,-75.1456793,39.7228745,New Jersey,NJ
Cumberland County,-75.1216277,39.3284336,New Jersey,NJ
Morris County,-74.5472917,40.8588961,New Jersey,NJ
Essex County,-74.2462919,40.7874003,New Jersey,NJ
Bergen County,-74.0747272,40.9596985,New Jersey,NJ
Warren County,-75.0094978,40.8534914,New Jersey,NJ
Passaic County,-74.29828,41.0378896,New Jersey,NJ
Salem County,-75.3573559,39.5738282,New Jersey,NJ
Hunterdon County,-74.9119695,40.5652832,New Jersey,NJ
Atlantic County,-74.6337584,39.469354,New Jersey,NJ
Mercer County,-74.703724,40.2825026,New Jersey,NJ
Mille Lacs County,-93.6329964,45.9290434,Minnesota,MN
Fillmore County,-92.0939369,43.6791869,Minnesota,MN
Lac qui Parle County,-96.1768376,44.9998572,Minnesota,MN
McLeod County,-94.2723231,44.8216571,Minnesota,MN
Todd County,-94.9005758,46.0665694,Minnesota,MN
Nobles County,-95.7631323,43.6776863,Minnesota,MN
Aitkin County,-93.41976,46.6024464,Minnesota,MN
Hubbard County,-94.9132898,47.0955506,Minnesota,MN
Jackson County,-95.1497314,43.671111,Minnesota,MN
Dodge County,-92.8693529,44.0207056,Minnesota,MN
Freeborn County,-93.3502887,43.6742019,Minnesota,MN
Pope County,-95.4467052,45.5896228,Minnesota,MN
Sibley County,-94.2301232,44.5757343,Minnesota,MN
Olmsted County,-92.4067216,44.0034295,Minnesota,MN
Kandiyohi County,-95.0049812,45.1527137,Minnesota,MN
Rock County,-96.2632376,43.6695866,Minnesota,MN
Waseca County,-93.5898443,44.0184598,Minnesota,MN
Cottonwood County,-95.1831303,44.0107107,Minnesota,MN
Koochiching County,-93.7828417,48.2454895,Minnesota,MN
Watonwan County,-94.613798,43.9781089,Minnesota,MN
Wright County,-93.9663965,45.1750914,Minnesota,MN
Clay County,-96.4949007,46.8983772,Minnesota,MN
Scott County,-93.5337311,44.651805,Minnesota,MN
Becker County,-95.7417568,46.9376289,Minnesota,MN
Norman County,-96.4638068,47.3294703,Minnesota,MN
Chisago County,-92.9038486,45.5054439,Minnesota,MN
Marshall County,-96.357761,48.3627284,Minnesota,MN
Winona County,-91.7767076,43.9822682,Minnesota,MN
Beltrami County,-95.00505,47.8795077,Minnesota,MN
Lyon County,-95.8472678,44.4091953,Minnesota,MN
Goodhue County,-92.7160003,44.4061779,Minnesota,MN
Itasca County,-93.6111022,47.4908166,Minnesota,MN
Meeker County,-94.527346,45.1231555,Minnesota,MN
Kanabec County,-93.2977883,45.9477598,Minnesota,MN
Lake of the Woods County,-94.9046335,48.7681003,Minnesota,MN
Lincoln County,-96.2720323,44.4082382,Minnesota,MN
Otter Tail County,-95.7145779,46.405725,Minnesota,MN
Cass County,-94.3337048,46.9517447,Minnesota,MN
Dakota County,-93.0624813,44.670893,Minnesota,MN
Lake County,-91.4117038,47.5171114,Minnesota,MN
Anoka County,-93.2427232,45.2741098,Minnesota,MN
Mower County,-92.7595136,43.6662486,Minnesota,MN
Murray County,-95.7615809,44.0155943,Minnesota,MN
Ramsey County,-93.1001408,45.0152499,Minnesota,MN
Wilkin County,-96.476657,46.3623354,Minnesota,MN
Isanti County,-93.2963388,45.5624313,Minnesota,MN
Benton County,-94.0014397,45.7012249,Minnesota,MN
Wadena County,-94.9886078,46.5869861,Minnesota,MN
Pennington County,-96.0377254,48.069247,Minnesota,MN
Wabasha County,-92.2333405,44.289693,Minnesota,MN
Washington County,-92.890117,45.037929,Minnesota,MN
Crow Wing County,-94.0707182,46.4916528,Minnesota,MN
Traverse County,-96.4748315,45.7699352,Minnesota,MN
Yellow Medicine County,-95.862756,44.7157358,Minnesota,MN
Rice County,-93.2985032,44.3509427,Minnesota,MN
Stearns County,-94.6104822,45.5552345,Minnesota,MN
Sherburne County,-93.76913,45.4531762,Minnesota,MN
Le Sueur County,-93.7301433,44.3734238,Minnesota,MN
St. Louis County,-92.51457,47.578635,Minnesota,MN
Cook County,-90.2901899,47.5385691,Minnesota,MN
Grant County,-96.0106987,45.9307426,Minnesota,MN
Chippewa County,-95.5641082,45.0286254,Minnesota,MN
Faribault County,-93.9472338,43.6765219,Minnesota,MN
Carlton County,-92.6710435,46.6038184,Minnesota,MN
Pine County,-92.7630936,46.1009402,Minnesota,MN
Stevens County,-95.9923146,45.5934609,Minnesota,MN
Kittson County,-96.7803493,48.7760403,Minnesota,MN
Martin County,-94.5372525,43.6771181,Minnesota,MN
Morrison County,-94.2666194,46.0204839,Minnesota,MN
Pipestone County,-96.2570147,44.0153614,Minnesota,MN
Renville County,-94.9556169,44.7236969,Minnesota,MN
Mahnomen County,-95.8110885,47.3283866,Minnesota,MN
Hennepin County,-93.4752279,45.0061209,Minnesota,MN
Brown County,-94.7336472,44.2465415,Minnesota,MN
Nicollet County,-94.245685,44.3588195,Minnesota,MN
Douglas County,-95.462156,45.9368293,Minnesota,MN
Swift County,-95.6901243,45.2758101,Minnesota,MN
Steele County,-93.2204527,44.0152607,Minnesota,MN
Red Lake County,-96.08718,47.8654866,Minnesota,MN
Clearwater County,-95.371117,47.5758729,Minnesota,MN
Big Stone County,-96.4022263,45.4199252,Minnesota,MN
Blue Earth County,-94.0640122,44.0337104,Minnesota,MN
Polk County,-96.4000265,47.7742536,Minnesota,MN
Redwood County,-95.2542415,44.4035357,Minnesota,MN
Houston County,-91.5015556,43.6669899,Minnesota,MN
Carver County,-93.8000913,44.8213196,Minnesota,MN
Roseau County,-95.8215042,48.7610683,Minnesota,MN
Walsh County,-97.7222304,48.3769789,North Dakota,ND
Sioux County,-101.061284,46.1106181,North Dakota,ND
Burke County,-102.5200874,48.7864534,North Dakota,ND
Ramsey County,-98.739031,48.2661631,North Dakota,ND
Sargent County,-97.6300298,46.1082063,North Dakota,ND
Grand Forks County,-97.450851,47.9260026,North Dakota,ND
Mercer County,-101.8333279,47.3071473,North Dakota,ND
Dickey County,-98.4965182,46.1077559,North Dakota,ND
Barnes County,-98.0701946,46.94255,North Dakota,ND
Burleigh County,-100.4620005,46.9718426,North Dakota,ND
Ward County,-101.5405369,48.2166858,North Dakota,ND
Bottineau County,-100.8312572,48.7944116,North Dakota,ND
Benson County,-99.3511517,48.071743,North Dakota,ND
Stark County,-102.6620262,46.8170312,North Dakota,ND
Bowman County,-103.5059433,46.1101438,North Dakota,ND
Logan County,-99.5045846,46.469278,North Dakota,ND
Emmons County,-100.2378424,46.2842552,North Dakota,ND
Sheridan County,-100.3309858,47.5813594,North Dakota,ND
Traill County,-97.1647538,47.4462146,North Dakota,ND
McHenry County,-100.6332668,48.2338417,North Dakota,ND
LaMoure County,-98.5260571,46.4641952,North Dakota,ND
Kidder County,-99.731198,46.9382725,North Dakota,ND
Nelson County,-98.2044278,47.9186666,North Dakota,ND
Steele County,-97.71892,47.4510624,North Dakota,ND
Wells County,-99.6822538,47.5808812,North Dakota,ND
Griggs County,-98.2322863,47.4563342,North Dakota,ND
Slope County,-103.462462,46.4458338,North Dakota,ND
Divide County,-103.5093256,48.8147537,North Dakota,ND
McIntosh County,-99.4430409,46.1170337,North Dakota,ND
Adams County,-102.5331983,46.0968146,North Dakota,ND
Cavalier County,-98.4637903,48.7684388,North Dakota,ND
Williams County,-103.5013332,48.3557649,North Dakota,ND
Cass County,-97.2523747,46.9270033,North Dakota,ND
Billings County,-103.3640163,47.007044,North Dakota,ND
Mountrail County,-102.3647561,48.2102906,North Dakota,ND
McLean County,-101.3530871,47.5304586,North Dakota,ND
Foster County,-98.8728755,47.4714315,North Dakota,ND
Pembina County,-97.5454045,48.7668959,North Dakota,ND
Richland County,-96.9379599,46.2652192,North Dakota,ND
Grant County,-101.6390494,46.3578269,North Dakota,ND
McKenzie County,-103.4032148,47.7424751,North Dakota,ND
Ransom County,-97.6475541,46.4492764,North Dakota,ND
Towner County,-99.2481583,48.6821831,North Dakota,ND
Renville County,-101.6581522,48.7127815,North Dakota,ND
Stutsman County,-98.9561228,46.9722235,North Dakota,ND
Golden Valley County,-103.8446117,46.9389237,North Dakota,ND
Oliver County,-101.3314198,47.1180789,North Dakota,ND
Dunn County,-102.6123716,47.3545749,North Dakota,ND
Rolette County,-99.8404634,48.7682715,North Dakota,ND
Morton County,-101.2982647,46.7108188,North Dakota,ND
Pierce County,-99.966497,48.2388827,North Dakota,ND
Eddy County,-98.9004745,47.7234355,North Dakota,ND
Hettinger County,-102.454238,46.4357038,North Dakota,ND
Worcester County,-75.3099315,38.2221332,Maryland,MD
Allegany County,-78.7031037,39.6123134,Maryland,MD
Baltimore city,-76.6104761,39.3000324,Maryland,MD
Cecil County,-75.9415852,39.5623537,Maryland,MD
Baltimore County,-76.6165693,39.4431666,Maryland,MD
Carroll County,-77.0153677,39.5633008,Maryland,MD
Calvert County,-76.5294935,38.5226111,Maryland,MD
Dorchester County,-76.0474333,38.4291957,Maryland,MD
Anne Arundel County,-76.5608736,38.9916189,Maryland,MD
Frederick County,-77.3976277,39.4702139,Maryland,MD
Prince George's County,-76.8472724,38.8258796,Maryland,MD
Howard County,-76.9244057,39.2522639,Maryland,MD
Garrett County,-79.2746192,39.5472985,Maryland,MD
Montgomery County,-77.2030633,39.1373815,Maryland,MD
Queen Anne's County,-76.0824053,39.0406929,Maryland,MD
Talbot County,-76.1784798,38.7483519,Maryland,MD
Wicomico County,-75.632089,38.3673749,Maryland,MD
Somerset County,-75.8533228,38.0744501,Maryland,MD
Harford County,-76.2997894,39.5374292,Maryland,MD
St. Mary's County,-76.5303837,38.2202894,Maryland,MD
Kent County,-76.1259867,39.2412793,Maryland,MD
Charles County,-77.0154272,38.4728532,Maryland,MD
Washington County,-77.8146709,39.6036207,Maryland,MD
Caroline County,-75.831662,38.8715306,Maryland,MD
Decatur County,-93.7845799,40.7363787,Iowa,IA
Cedar County,-91.1326105,41.77236,Iowa,IA
Carroll County,-94.8676471,42.039492,Iowa,IA
Pocahontas County,-94.6782789,42.7340333,Iowa,IA
Kossuth County,-94.213983,43.2124777,Iowa,IA
Harrison County,-95.8271491,41.6885844,Iowa,IA
Webster County,-94.1758309,42.4335786,Iowa,IA
Jefferson County,-91.9674402,41.0063841,Iowa,IA
Madison County,-94.0151842,41.3306216,Iowa,IA
Howard County,-92.3219084,43.3653125,Iowa,IA
Palo Alto County,-94.6690546,43.0753374,Iowa,IA
Ringgold County,-94.2442514,40.7353342,Iowa,IA
Clinton County,-90.5342431,41.8980732,Iowa,IA
Calhoun County,-94.6436829,42.3861699,Iowa,IA
Worth County,-93.2485332,43.373491,Iowa,IA
Black Hawk County,-92.3080334,42.4715414,Iowa,IA
Clarke County,-93.7840961,41.0291908,Iowa,IA
Fayette County,-91.8403761,42.8641219,Iowa,IA
Warren County,-93.5687512,41.3324459,Iowa,IA
Adair County,-94.4781643,41.3285283,Iowa,IA
Chickasaw County,-92.3172101,43.0597409,Iowa,IA
Hancock County,-93.7436965,43.0754105,Iowa,IA
Dubuque County,-90.8787708,42.4634808,Iowa,IA
Poweshiek County,-92.5228819,41.6845262,Iowa,IA
Shelby County,-95.3089173,41.6790143,Iowa,IA
Benton County,-92.05763,42.0925474,Iowa,IA
Wayne County,-93.3326126,40.7399827,Iowa,IA
Jackson County,-90.5745965,42.1642812,Iowa,IA
Linn County,-91.5976735,42.0779506,Iowa,IA
Dickinson County,-95.1960572,43.3896107,Iowa,IA
Clayton County,-91.3235764,42.8409849,Iowa,IA
Buena Vista County,-95.1414324,42.7415219,Iowa,IA
Mills County,-95.619101,41.0337028,Iowa,IA
Dallas County,-94.0407065,41.6853206,Iowa,IA
Marion County,-93.093849,41.3314552,Iowa,IA
Mahaska County,-92.6363663,41.3307969,Iowa,IA
Appanoose County,-92.873061,40.7442964,Iowa,IA
Van Buren County,-91.952943,40.7541168,Iowa,IA
Johnson County,-91.5889245,41.6688774,Iowa,IA
Wright County,-93.7347352,42.7330073,Iowa,IA
Montgomery County,-95.1577896,41.0217348,Iowa,IA
Union County,-94.2450907,41.0285502,Iowa,IA
Keokuk County,-92.1677213,41.3311823,Iowa,IA
Story County,-93.4660934,42.0375379,Iowa,IA
Mitchell County,-92.7844663,43.3485643,Iowa,IA
Grundy County,-92.7902613,42.4033232,Iowa,IA
Winneshiek County,-91.850788,43.2929889,Iowa,IA
Polk County,-93.568971,41.6848158,Iowa,IA
Sac County,-95.1052244,42.3875259,Iowa,IA
Marshall County,-92.9814523,42.041691,Iowa,IA
Delaware County,-91.3667667,42.4729373,Iowa,IA
Davis County,-92.4103453,40.7480892,Iowa,IA
Floyd County,-92.7873669,43.052741,Iowa,IA
Audubon County,-94.9043119,41.679178,Iowa,IA
Jones County,-91.1169141,42.1251175,Iowa,IA
Hardin County,-93.241669,42.3902079,Iowa,IA
Boone County,-93.938358,42.038642,Iowa,IA
Jasper County,-93.0541468,41.6855513,Iowa,IA
Plymouth County,-96.2158638,42.7375854,Iowa,IA
Pottawattamie County,-95.5449053,41.3401835,Iowa,IA
Taylor County,-94.6971082,40.7379489,Iowa,IA
Page County,-95.1442898,40.7390902,Iowa,IA
Cherokee County,-95.6332616,42.7427375,Iowa,IA
Des Moines County,-91.1869253,40.9153393,Iowa,IA
Scott County,-90.6222889,41.6420791,Iowa,IA
Lee County,-91.4771574,40.6475875,Iowa,IA
Fremont County,-95.5991816,40.7425902,Iowa,IA
Iowa County,-92.0591226,41.6839184,Iowa,IA
Butler County,-92.7800664,42.7347076,Iowa,IA
Emmet County,-94.6693702,43.3779844,Iowa,IA
Woodbury County,-96.0532956,42.3932198,Iowa,IA
Clay County,-95.1498753,43.0812244,Iowa,IA
Crawford County,-95.3890903,42.0431192,Iowa,IA
Buchanan County,-91.8386658,42.4703284,Iowa,IA
Osceola County,-95.6337878,43.3785421,Iowa,IA
Cerro Gordo County,-93.2509646,43.0749751,Iowa,IA
Greene County,-94.3887028,42.042494,Iowa,IA
Wapello County,-92.4094822,41.0312631,Iowa,IA
Henry County,-91.5472594,40.9848025,Iowa,IA
Lyon County,-96.2072011,43.3835796,Iowa,IA
Adams County,-94.6969059,41.0216555,Iowa,IA
Monona County,-95.9565661,42.0494317,Iowa,IA
Humboldt County,-94.2027754,42.7822212,Iowa,IA
Louisa County,-91.2569936,41.2182111,Iowa,IA
Tama County,-92.5294115,42.074848,Iowa,IA
Monroe County,-92.8696415,41.0288473,Iowa,IA
Muscatine County,-91.1186992,41.483776,Iowa,IA
Lucas County,-93.3314666,41.033344,Iowa,IA
Hamilton County,-93.709198,42.3907681,Iowa,IA
Franklin County,-93.2714247,42.7365489,Iowa,IA
Bremer County,-92.3273559,42.7808946,Iowa,IA
O'Brien County,-95.6256244,43.0837455,Iowa,IA
Guthrie County,-94.5012723,41.6835728,Iowa,IA
Washington County,-91.7250523,41.3294012,Iowa,IA
Sioux County,-96.1780098,43.082646,Iowa,IA
Allamakee County,-91.382751,43.2749637,Iowa,IA
Winnebago County,-93.7434883,43.3781243,Iowa,IA
Ida County,-95.5074206,42.3918601,Iowa,IA
Cass County,-94.9333023,41.3338235,Iowa,IA
Chester County,-81.1612488,34.6893424,South Carolina,SC
Saluda County,-81.7279033,34.0052784,South Carolina,SC
Williamsburg County,-79.7164752,33.6264629,South Carolina,SC
Dorchester County,-80.4046966,33.0821859,South Carolina,SC
Berkeley County,-79.9536554,33.2077,South Carolina,SC
Greenwood County,-82.1278759,34.1557959,South Carolina,SC
Marlboro County,-79.6794351,34.60167,South Carolina,SC
Bamberg County,-81.0531607,33.2030211,South Carolina,SC
Darlington County,-79.9621155,34.3321854,South Carolina,SC
Aiken County,-81.632983,33.5500134,South Carolina,SC
Laurens County,-82.0054952,34.4836762,South Carolina,SC
Newberry County,-81.6000526,34.2897302,South Carolina,SC
Lexington County,-81.2728309,33.8925892,South Carolina,SC
Anderson County,-82.6386029,34.521235,South Carolina,SC
Beaufort County,-80.6895375,32.358151,South Carolina,SC
Pickens County,-82.7233764,34.8853801,South Carolina,SC
Kershaw County,-80.5908847,34.3383561,South Carolina,SC
Greenville County,-82.3720772,34.8926452,South Carolina,SC
Florence County,-79.7102329,34.0285346,South Carolina,SC
Sumter County,-80.3822876,33.9162531,South Carolina,SC
Orangeburg County,-80.8029131,33.436135,South Carolina,SC
Spartanburg County,-81.9910605,34.9332905,South Carolina,SC
Marion County,-79.3540014,34.0836195,South Carolina,SC
Charleston County,-79.94248,32.8004582,South Carolina,SC
Edgefield County,-81.9682452,33.7764976,South Carolina,SC
Oconee County,-83.0615427,34.7487713,South Carolina,SC
Colleton County,-80.6552438,32.8350184,South Carolina,SC
Hampton County,-81.1438173,32.7783349,South Carolina,SC
Abbeville County,-82.4604603,34.2138089,South Carolina,SC
Horry County,-78.9766749,33.9092694,South Carolina,SC
Cherokee County,-81.6076469,35.0497962,South Carolina,SC
Lancaster County,-80.7036885,34.6868182,South Carolina,SC
Allendale County,-81.3632651,32.9797573,South Carolina,SC
Lee County,-80.2512086,34.1586401,South Carolina,SC
Clarendon County,-80.2178886,33.6646821,South Carolina,SC
Fairfield County,-81.1270007,34.3956685,South Carolina,SC
Dillon County,-79.3749638,34.3901723,South Carolina,SC
Jasper County,-81.021627,32.43059,South Carolina,SC
McCormick County,-82.316192,33.8976052,South Carolina,SC
Union County,-81.6158961,34.6903966,South Carolina,SC
Richland County,-80.8980371,34.0290952,South Carolina,SC
Calhoun County,-80.7803468,33.6747804,South Carolina,SC
York County,-81.1831873,34.9701875,South Carolina,SC
Barnwell County,-81.4342278,33.2605516,South Carolina,SC
Georgetown County,-79.2963325,33.4175309,South Carolina,SC
Chesterfield County,-80.1592269,34.6370178,South Carolina,SC
Androscoggin County,-70.2074347,44.1676811,Maine,ME
Sagadahoc County,-69.844326,43.9166447,Maine,ME
Washington County,-67.6093542,44.9670088,Maine,ME
Waldo County,-69.1389521,44.5058342,Maine,ME
York County,-70.6684248,43.4260188,Maine,ME
Penobscot County,-68.6665979,45.4092789,Maine,ME
Kennebec County,-69.7657639,44.4170119,Maine,ME
Oxford County,-70.7344207,44.4945,Maine,ME
Piscataquis County,-69.1022311,45.9156393,Maine,ME
Lincoln County,-69.5140557,43.9942264,Maine,ME
Cumberland County,-70.3303753,43.8083479,Maine,ME
Hancock County,-68.3707034,44.5649063,Maine,ME
Knox County,-69.0385145,44.0420446,Maine,ME
Franklin County,-70.4447274,44.9730119,Maine,ME
Aroostook County,-68.6124095,46.7091929,Maine,ME
Somerset County,-69.9561096,45.5036458,Maine,ME
Honolulu County,-158.201974,21.4613654,Hawaii,HI
Kalawao County,-156.9740097,21.2187644,Hawaii,HI
Kauai County,-159.7059653,22.0120383,Hawaii,HI
Maui County,-156.6015502,20.8559308,Hawaii,HI
Hawaii County,-155.5024434,19.5977643,Hawaii,HI
Grafton County,-71.842422,43.9264394,New Hampshire,NH
Sullivan County,-72.2220839,43.3611883,New Hampshire,NH
Cheshire County,-72.2482169,42.9254553,New Hampshire,NH
Coos County,-71.2894309,44.6525477,New Hampshire,NH
Merrimack County,-71.6800412,43.2995786,New Hampshire,NH
Carroll County,-71.2015596,43.8677742,New Hampshire,NH
Rockingham County,-71.0990719,42.9885989,New Hampshire,NH
Hillsborough County,-71.7230554,42.9115317,New Hampshire,NH
Strafford County,-71.0355891,43.2932725,New Hampshire,NH
Belknap County,-71.4253661,43.5191091,New Hampshire,NH
Yuma County,-113.910905,32.7739424,Arizona,AZ
Pinal County,-111.3663874,32.9185385,Arizona,AZ
Navajo County,-110.3210248,35.3907852,Arizona,AZ
Greenlee County,-109.2423231,33.2388723,Arizona,AZ
Maricopa County,-112.4955335,33.3465408,Arizona,AZ
Pima County,-111.7830267,32.1285226,Arizona,AZ
Cochise County,-109.7751627,31.8401287,Arizona,AZ
Coconino County,-111.7737277,35.8296919,Arizona,AZ
Gila County,-110.8118696,33.7896177,Arizona,AZ
Graham County,-109.8783103,32.9318277,Arizona,AZ
Mohave County,-113.7496891,35.717705,Arizona,AZ
Yavapai County,-112.5773855,34.6312117,Arizona,AZ
La Paz County,-114.038806,33.7276104,Arizona,AZ
Santa Cruz County,-110.8452278,31.525733,Arizona,AZ
Apache County,-109.4901722,35.385084,Arizona,AZ
New Castle County,-75.6441324,39.5759152,Delaware,DE
Sussex County,-75.3370237,38.6732275,Delaware,DE
Kent County,-75.5029819,39.0970884,Delaware,DE
Guam,144.7729493,13.4382886,Guam,GU
Rota Municipality,145.2129037,14.1524934,Northern Mariana Islands,MP
Tinian Municipality,145.601021,14.9367835,Northern Mariana Islands,MP
